model,model_size,checkpoint,step,tokens,word1,word2,phrase_AB,phrase_BA,overall_freq,rel_freq,layer,n_sentences_AB,n_sentences_BA,norm_AB,norm_BA,sum_sigma,self_sim_AB,self_sim_BA,self_sim_ratio,procrustes_dist,rotation_cost
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,pail,shovel,pail and shovel,shovel and pail,20,0.95,24,500,500,105.5779037475586,103.41249084472656,10773.990234375,-0.0446709915995597,-0.0428622961044311,0.9595107377212004,0.1654831022024154,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,candies,cookies,candies and cookies,cookies and candies,0,,24,500,500,103.27033233642578,102.17362213134766,10299.0703125,-0.0427390560507774,-0.0418414771556854,0.9789986261272215,0.2201742976903915,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,county,village,county and village,village and county,2,0.0,24,500,500,92.42377471923828,93.88185119628906,8605.3125,-0.0342343114316463,-0.0353258587419986,1.031884599534936,0.128410056233406,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,charm,variety,charm and variety,variety and charm,0,,24,500,500,91.60897827148438,90.78799438476562,8126.82763671875,-0.0336315631866455,-0.0330359116196632,0.9822889122436392,0.2150003165006637,455.4178161621094
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,bouquets,wreaths,bouquets and wreaths,wreaths and bouquets,1,0.0,24,500,500,94.06453704833984,94.64293670654295,8720.08203125,-0.0354582592844963,-0.0359009429812431,1.0124846426666068,0.2019355148077011,133.4231414794922
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,beech,elm,beech and elm,elm and beech,1,1.0,24,500,500,117.4433822631836,120.16971588134766,13943.4248046875,-0.0552775524556636,-0.0578787922859191,1.047057796785447,0.154981717467308,1576.3887939453125
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,complexity,obscurity,complexity and obscurity,obscurity and complexity,0,,24,500,500,95.1021957397461,92.20616149902344,8592.9267578125,-0.0362457260489463,-0.0340760573744773,0.9401400134311266,0.2059317380189895,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,devotion,effort,devotion and effort,effort and devotion,0,,24,500,500,96.27301788330078,98.89767456054688,9368.7236328125,-0.0371440052986145,-0.0392014011740684,1.055389715215518,0.1785458624362945,854.4595947265625
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,alibis,excuses,alibis and excuses,excuses and alibis,0,,24,500,500,99.90006256103516,103.33989715576172,10175.5712890625,-0.03999525308609,-0.0428021363914012,1.0701804111420263,0.1698309928178787,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,body,mind,body and mind,mind and body,102,0.392156862745098,24,500,500,111.82979583740234,111.2268524169922,12242.8974609375,-0.050117339938879,-0.0495848171412944,0.9893744800056432,0.1778967976570129,463.9859008789063
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,man,woman,man and woman,woman and man,124,0.9516129032258064,24,500,500,67.4239730834961,67.9639663696289,4580.07421875,-0.0182201508432626,-0.0185134280472993,1.0160963104290193,0.0327171348035335,233.21255493164065
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,law,order,law and order,order and law,117,1.0,24,500,500,123.43749237060548,123.23544311523438,14971.646484375,-0.0610618330538272,-0.0608696341514587,0.9968523889186371,0.1778727024793625,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,cause,effect,cause and effect,effect and cause,46,1.0,24,500,500,90.61927032470705,90.9081039428711,8130.91796875,-0.0329106077551841,-0.0331233777105808,1.006465087396119,0.1610309332609176,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,radio,television,radio and television,television and radio,203,0.6798029556650246,24,500,500,106.9278564453125,104.89065551757812,11088.259765625,-0.0458210781216621,-0.0440963841974735,0.9623602500227236,0.1534593403339386,1738.5733642578125
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,b,c,b and c,c and b,32,0.90625,24,500,500,106.67185974121094,107.07471466064452,11218.0966796875,-0.0456007309257984,-0.0459518767893314,1.007700443751755,0.1885713636875152,1518.0439453125
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,feet,hands,feet and hands,hands and feet,245,0.1591836734693877,24,500,500,106.1561050415039,105.42950439453124,11010.9833984375,-0.0451596677303314,-0.0445506237447261,0.9865135414803732,0.180597499012947,1836.906005859375
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,money,time,money and time,time and money,80,0.225,24,500,500,111.38905334472656,112.32170104980467,12324.490234375,-0.0497230663895607,-0.0505657903850078,1.0169483512711133,0.1723380237817764,1145.7635498046875
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,blood,flesh,blood and flesh,flesh and blood,140,0.0071428571428571,24,500,500,105.39743041992188,105.83228302001952,10933.93359375,-0.0445171557366848,-0.04489167034626,1.008412815315302,0.1984772533178329,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,god,man,god and man,man and god,31,0.9032258064516128,24,500,500,99.97718048095705,101.3837661743164,9930.15625,-0.04005603864789,-0.0411970652639865,1.0284857578186055,0.2006426006555557,238.18804931640625
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,file,rank,file and rank,rank and file,36,0.0,24,500,500,99.10441589355467,97.27628326416016,9555.4462890625,-0.0393618457019329,-0.0379265546798706,0.963535982714555,0.1353945583105087,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,brother,sister,brother and sister,sister and brother,423,0.9078014184397164,24,500,500,59.40790939331055,60.50733947753906,3584.831298828125,-0.0141452327370643,-0.0146738998591899,1.0373742257870648,0.0753297507762909,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,father,son,father and son,son and father,141,0.9716312056737588,24,500,500,64.95833587646484,66.63871765136719,4317.5556640625,-0.0169116929173469,-0.0177984703332185,1.0524357567397655,0.0753195956349372,474.2938232421875
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,men,officers,men and officers,officers and men,122,0.0737704918032786,24,500,500,118.97761535644533,127.28602600097656,14971.7041015625,-0.0567310415208339,-0.0649368017911911,1.144643215607872,0.1598521322011947,800.2401123046875
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,south,west,south and west,west and south,92,0.6086956521739131,24,500,500,94.624755859375,94.01710510253906,8708.3251953125,-0.0358813889324665,-0.0354277156293392,0.9873563059673872,0.2063586562871933,755.1633911132812
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,error,trial,error and trial,trial and error,19,0.0,24,500,500,120.25402069091795,119.0006332397461,14157.314453125,-0.0579558536410331,-0.0567581169307231,0.9793336369829264,0.1473700255155563,1385.060791015625
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,arts,crafts,arts and crafts,crafts and arts,57,1.0,24,500,500,103.34158325195312,101.7933120727539,10351.6259765625,-0.0427991412580013,-0.0415305756032466,0.970360020844636,0.1806381046772003,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,pressure,temperature,pressure and temperature,temperature and pressure,38,0.1578947368421052,24,500,500,99.73664855957033,97.6076431274414,9659.2353515625,-0.0398667268455028,-0.0381853766739368,0.957825728254998,0.1280349344015121,320.4386901855469
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,days,nights,days and nights,nights and days,154,0.8701298701298701,24,500,500,104.34204864501952,103.67424774169922,10650.21484375,-0.0436314418911933,-0.0430795550346374,0.9873511662087122,0.1765917837619781,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,land,sea,land and sea,sea and land,131,0.6564885496183206,24,500,500,110.04434204101562,109.42755126953124,11836.3828125,-0.0485290475189685,-0.0479935444891452,0.9889653092899878,0.185351625084877,243.2006072998047
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,north,west,north and west,west and north,82,0.6829268292682927,24,500,500,96.00674438476562,95.27830505371094,8969.470703125,-0.0369372442364692,-0.0363845862448215,0.9850379203139884,0.1981158107519149,1573.1793212890625
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,spring,summer,spring and summer,summer and spring,56,0.9821428571428572,24,500,500,123.72858428955078,120.6123275756836,14801.458984375,-0.0613534450531005,-0.0583059452474117,0.9503287907785573,0.1319236755371093,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,magazines,newspapers,magazines and newspapers,newspapers and magazines,57,0.2456140350877192,24,500,500,105.82138061523438,106.13092041015624,11032.080078125,-0.0448750592768192,-0.0451453737914562,1.0060237138177248,0.1879217475652694,815.5130004882812
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,hands,knees,hands and knees,knees and hands,230,0.9956521739130436,24,500,500,103.5278778076172,103.04427337646484,10539.8642578125,-0.0429527945816516,-0.0425576046109199,0.9907994351803934,0.1553991734981537,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,moon,sun,moon and sun,sun and moon,62,0.0806451612903225,24,500,500,68.05810546875,71.22984313964844,4816.78271484375,-0.0185641124844551,-0.0203354321420192,1.0954163394047196,0.1191504150629043,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,fathers,mothers,fathers and mothers,mothers and fathers,108,0.6851851851851852,24,500,500,117.92298126220705,117.86050415039062,13816.11328125,-0.055731538683176,-0.0556757375597953,0.9989987514305342,0.1088873594999313,851.4729614257812
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,city,county,city and county,county and city,32,0.96875,24,500,500,92.2990493774414,92.5209732055664,8478.8896484375,-0.0341424718499183,-0.0343091413378715,1.0048815882073747,0.119121067225933,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,ears,eyes,ears and eyes,eyes and ears,183,0.081967213114754,24,500,500,100.70503997802734,102.2306900024414,10108.7685546875,-0.0406420566141605,-0.0418882258236408,1.030662060764073,0.1894439309835434,982.3987426757812
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,college,school,college and school,school and college,45,0.0444444444444444,24,500,500,100.46112823486328,101.40785217285156,10013.16796875,-0.0404451787471771,-0.0412166379392147,1.0190741941545116,0.1843944489955902,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,college,university,college and university,university and college,10,0.9,24,500,500,98.54542541503906,102.79005432128906,9970.59375,-0.0389185138046741,-0.0423478744924068,1.088116434891222,0.1782767921686172,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,dark,light,dark and light,light and dark,28,0.3928571428571428,24,500,500,95.68913269042967,96.6362762451172,9042.3359375,-0.0366918519139289,-0.0374291390180587,1.020094028119903,0.2096115052700042,92.06222534179688
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,future,past,future and past,past and future,17,0.0588235294117647,24,500,500,110.35807037353516,110.39728546142578,12084.5341796875,-0.0488097108900547,-0.0488479360938072,1.000783147514203,0.1272656768560409,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,evening,morning,evening and morning,morning and evening,69,0.0579710144927536,24,500,500,53.38877487182617,54.6717643737793,2905.689697265625,-0.0114239584654569,-0.0119799664244055,1.048670341425858,0.096758060157299,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,ice,snow,ice and snow,snow and ice,133,0.5338345864661654,24,500,500,116.29359436035156,114.63346099853516,13141.0263671875,-0.0541981346905231,-0.0526686571538448,0.9717798860530572,0.1707166284322738,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,husbands,wives,husbands and wives,wives and husbands,9,0.8888888888888888,24,500,500,115.9997329711914,111.54212188720705,12754.396484375,-0.053925272077322,-0.0498663112521171,0.924729896227787,0.1767738908529281,822.018798828125
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,boys,men,boys and men,men and boys,116,0.1982758620689655,24,500,500,117.44525909423828,115.1723403930664,13412.869140625,-0.0552803948521614,-0.0531649999320507,0.9617333608819548,0.1323413103818893,1440.980712890625
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,bread,butter,bread and butter,butter and bread,369,0.978319783197832,24,500,500,104.57657623291016,105.8852081298828,10934.6123046875,-0.0438271835446357,-0.0449365824460983,1.0253130320439754,0.157667875289917,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,head,shoulders,head and shoulders,shoulders and head,173,0.9710982658959536,24,500,500,101.3609619140625,103.4442138671875,10343.90625,-0.0411732196807861,-0.0428886003792285,1.0416625348161188,0.1637523174285888,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,rock,roll,rock and roll,roll and rock,396,0.9974747474747476,24,500,500,121.26578521728516,121.5895004272461,14544.591796875,-0.058933213353157,-0.0592545345425605,1.005452293725747,0.1645320653915405,1083.167724609375
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,testament,will,testament and will,will and testament,27,0.0,24,500,500,74.1286392211914,72.70491790771484,5368.1484375,-0.0220231469720602,-0.0211863908916711,0.962005607942835,0.092022567987442,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,engineers,scientists,engineers and scientists,scientists and engineers,13,0.2307692307692307,24,500,500,92.47040557861328,89.833740234375,8286.27734375,-0.0342709384858608,-0.0323450937867164,0.9438053118989166,0.0773809701204299,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,man,wife,man and wife,wife and man,37,1.0,24,500,500,116.00536346435548,116.72039031982422,13396.5068359375,-0.0539316870272159,-0.0546038039028644,1.012462374397992,0.1453649401664734,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,arms,hands,arms and hands,hands and arms,48,0.4583333333333333,24,500,500,104.28276824951172,104.62586212158205,10754.2890625,-0.0435817539691925,-0.0438740290701389,1.0067063638868925,0.1690663695335388,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,math,science,math and science,science and math,16,0.6875,24,500,500,124.9064483642578,125.8618621826172,15448.0380859375,-0.0625248625874519,-0.0634918138384819,1.0154650679907935,0.1857812106609344,1232.7147216796875
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,son,wife,son and wife,wife and son,70,0.0428571428571428,24,500,500,117.22173309326172,115.09489440917967,13360.1591796875,-0.0550690032541751,-0.0530935227870941,0.9641271795321392,0.1420908868312835,1506.42138671875
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,fingers,thumb,fingers and thumb,thumb and fingers,8,0.375,24,500,500,100.9793472290039,100.9366455078125,10028.248046875,-0.040863499045372,-0.0408344902098178,0.999290103974652,0.1795744895935058,1291.203369140625
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,flesh,skin,flesh and skin,skin and flesh,8,0.125,24,500,500,103.44695281982422,103.2336654663086,10480.59375,-0.0428843945264816,-0.0427141860127449,0.9960309917951244,0.1930743008852005,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,life,religion,life and religion,religion and life,2,1.0,24,500,500,103.4322509765625,91.90894317626952,9433.5341796875,-0.0428763031959533,-0.0338567271828651,0.789637274186934,0.1815471053123474,832.9840087890625
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,colonel,mrs.,colonel and mrs.,mrs. and colonel,44,1.0,24,500,500,65.32076263427734,64.4532470703125,4203.4931640625,-0.0171012636274099,-0.0166501831263303,0.9736229724944672,0.0581291578710079,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,conscience,religion,conscience and religion,religion and conscience,1,1.0,24,500,500,116.6078109741211,113.03250122070312,12945.9580078125,-0.0544926598668098,-0.0512077994644641,0.9397192133697554,0.1941939443349838,2072.236083984375
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,contemporary,friend,contemporary and friend,friend and contemporary,1,1.0,24,500,500,91.45079040527344,90.91486358642578,8198.4716796875,-0.033515091985464,-0.0331283062696456,0.9884593568776072,0.1674700677394867,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,pain,pressure,pain and pressure,pressure and pain,1,1.0,24,500,500,116.0175552368164,115.21202850341795,13165.3037109375,-0.053941760212183,-0.0532016456127166,0.986279376191006,0.1743026822805404,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,integrity,unity,integrity and unity,unity and integrity,1,0.0,24,500,500,117.35560607910156,114.0134506225586,13191.634765625,-0.0551948472857475,-0.0521004647016525,0.9439371112293296,0.1727970242500305,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,flowers,hearts,flowers and hearts,hearts and flowers,5,0.0,24,500,500,94.58322143554688,94.29685974121094,8757.3466796875,-0.0358503237366676,-0.0356388688087463,0.9941017289139562,0.1906481981277465,831.7623291015625
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,grapefruit,oranges,grapefruit and oranges,oranges and grapefruit,0,,24,500,500,98.5982894897461,98.54967498779295,9543.443359375,-0.0389603823423385,-0.038926001638174,0.9991175470542768,0.1889590471982956,798.59765625
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,kingston,montreal,kingston and montreal,montreal and kingston,0,,24,500,500,111.33929443359376,106.39842987060548,11765.96875,-0.0496822260320186,-0.0453732497990131,0.9132692599114114,0.127879112958908,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,folklore,legend,folklore and legend,legend and folklore,1,0.0,24,500,500,107.2027359008789,109.5177001953125,11530.576171875,-0.0460575111210346,-0.0480726510286331,1.043752687858076,0.1883278787136078,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,doctors,fathers,doctors and fathers,fathers and doctors,0,,24,500,500,103.7729263305664,114.09386444091795,11694.7822265625,-0.0431588664650917,-0.0521739870309829,1.208882236821094,0.1745622009038925,1037.956787109375
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,contraction,dilation,contraction and dilation,dilation and contraction,0,,24,500,500,101.75715637207033,108.7059555053711,10812.2353515625,-0.0414957404136657,-0.0473626591265201,1.141386047203106,0.2151560187339782,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,ships,weapons,ships and weapons,weapons and ships,1,0.0,24,500,500,108.11804962158205,107.85902404785156,11449.9267578125,-0.0468453243374824,-0.0466275289654731,0.9953507553829656,0.1907352656126022,750.3819580078125
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,funnels,masts,funnels and masts,masts and funnels,2,0.0,24,500,500,105.88395690917967,107.77940368652344,11247.2470703125,-0.0449302718043327,-0.0465587154030799,1.0362437958496886,0.1693923622369766,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,law,sovereignty,law and sovereignty,sovereignty and law,0,,24,500,500,97.45556640625,96.87380981445312,9226.9560546875,-0.0380607359111309,-0.0376133657991886,0.9882458890709084,0.2136104553937912,487.5152893066406
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,assurance,dignity,assurance and dignity,dignity and assurance,0,,24,500,500,87.98426818847656,89.66668701171875,7748.4794921875,-0.0310228429734706,-0.0322249084711074,1.0387477543133214,0.1880720555782318,766.7347412109375
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,mr.,mrs.,mr. and mrs.,mrs. and mr.,599,0.994991652754591,24,500,500,0.0001637215464143,0.0001659376430325,2.7167637028924222e-08,-1.0743385754586819e-13,-1.1036192169551832e-13,1.027254575201305,0.0131635554134845,31.62335205078125
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,bride,groom,bride and groom,groom and bride,23,0.9565217391304348,24,500,500,50.965309143066406,48.71052169799805,2474.927490234375,-0.0104104783385992,-0.0095098782330751,0.913490996644709,0.0925483107566833,294.95758056640625
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,feet,legs,feet and legs,legs and feet,63,0.365079365079365,24,500,500,113.80117797851562,112.63956451416016,12633.5458984375,-0.0519001632928848,-0.0508523844182491,0.9798116458955468,0.1710661053657531,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,peace,quiet,peace and quiet,quiet and peace,113,0.9646017699115044,24,500,500,109.4574203491211,110.32892608642578,11868.931640625,-0.0480130910873413,-0.0487874634563922,1.016128358985309,0.1847627907991409,602.5154418945312
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,daughter,son,daughter and son,son and daughter,68,0.2352941176470588,24,500,500,85.00592803955078,87.87821960449219,7418.078125,-0.028960146009922,-0.0309522300958633,1.068787087097517,0.1206609681248664,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,ends,odds,ends and odds,odds and ends,84,0.0,24,500,500,102.34076690673828,106.15071105957033,10691.6630859375,-0.0419736318290233,-0.0451622121036052,1.0759662706236708,0.1783150285482406,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,city,state,city and state,state and city,13,0.6923076923076923,24,500,500,107.96952056884766,106.04749298095705,11280.0791015625,-0.0467168353497982,-0.0450744293630123,0.9648433808821132,0.1747251898050308,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,facts,figures,facts and figures,figures and facts,17,1.0,24,500,500,91.28569793701172,94.39265441894533,8405.171875,-0.0333953835070133,-0.0357113145291805,1.0693488374427813,0.2203737050294876,738.54736328125
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,man,nature,man and nature,nature and man,4,0.5,24,500,500,124.76392364501952,121.1398696899414,14903.2529296875,-0.0623827315866947,-0.0588171035051345,0.9428427067736702,0.1720513105392456,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,prose,verse,prose and verse,verse and prose,9,0.8888888888888888,24,500,500,93.91352081298828,94.22567749023438,8743.98828125,-0.03534447401762,-0.0355850830674171,1.0068075436538426,0.1538858711719513,861.9800415039062
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,body,head,body and head,head and body,35,0.0571428571428571,24,500,500,96.14505767822266,96.489501953125,9053.4462890625,-0.0370435975492,-0.0373155288398265,1.00734084453502,0.2191660702228546,1111.908935546875
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,command,control,command and control,control and command,4,1.0,24,500,500,107.79129791259766,107.97111511230467,11513.1279296875,-0.0465648062527179,-0.0467244945466518,1.003429377394318,0.146578699350357,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,child,wife,child and wife,wife and child,72,0.0,24,500,500,114.4059066772461,109.4956283569336,12373.2880859375,-0.0524534806609153,-0.0480532720685005,0.916112171452264,0.1662637740373611,1629.07080078125
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,aunt,uncle,aunt and uncle,uncle and aunt,89,0.4943820224719101,24,500,500,74.93633270263672,78.05091094970703,5823.9150390625,-0.0225058905780315,-0.0244166105985641,1.084898663037032,0.0988848730921745,381.0610961914063
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,cattle,horses,cattle and horses,horses and cattle,42,0.5476190476190477,24,500,500,127.59163665771484,127.76692199707033,16098.3212890625,-0.065242014825344,-0.0654283985495567,1.0028568051540343,0.1579703688621521,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,politics,religion,politics and religion,religion and politics,7,0.5714285714285714,24,500,500,113.58406829833984,114.48326873779295,12778.90234375,-0.0517015941441059,-0.0525307320058345,1.0160369883260785,0.1852855831384658,956.1939697265624
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,july,june,july and june,june and july,35,0.0,24,500,500,128.87806701660156,119.89929962158205,15272.8056640625,-0.0665662512183189,-0.0576186031103134,0.8655828149513827,0.1749055683612823,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,sailors,soldiers,sailors and soldiers,soldiers and sailors,40,0.225,24,500,500,109.92828369140624,111.97989654541016,12189.169921875,-0.0484313145279884,-0.0502585060894489,1.037727482296698,0.1398896127939224,656.2725830078125
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,english,german,english and german,german and english,25,0.4,24,500,500,107.19647979736328,106.21602630615234,11199.4267578125,-0.0460504069924354,-0.0452178120613098,0.9819199224175716,0.182091623544693,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,food,shelter,food and shelter,shelter and food,36,0.8333333333333334,24,500,500,107.15584564208984,107.48360443115234,11293.91796875,-0.0460139513015747,-0.0463035069406032,1.0062927792731993,0.1967616826295852,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,sights,sounds,sights and sounds,sounds and sights,34,1.0,24,500,500,96.18151092529295,90.67936706542967,8610.869140625,-0.0370748899877071,-0.0329569019377231,0.888927841691523,0.1750239580869674,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,comings,goings,comings and goings,goings and comings,18,0.8888888888888888,24,500,500,83.49201965332031,84.40216064453125,6990.5537109375,-0.0279374476522207,-0.0285520013421773,1.0219974887329342,0.1262442469596862,325.59381103515625
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,heir,son,heir and son,son and heir,56,0.0,24,500,500,75.0537338256836,74.96699523925781,5566.7666015625,-0.0225756857544183,-0.0225252490490674,0.99776588379642,0.1458677500486374,612.6233520507812
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,coat,hat,coat and hat,hat and coat,100,0.47,24,500,500,108.0851593017578,109.17520141601562,11677.9609375,-0.0468177162110805,-0.0477724410593509,1.0203923840275757,0.143575832247734,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,crime,punishment,crime and punishment,punishment and crime,12,1.0,24,500,500,101.98558807373048,113.28482055664062,11405.8232421875,-0.0416847690939903,-0.0514366701245307,1.2339439858369372,0.1815219968557357,618.9401245117188
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,earth,sky,earth and sky,sky and earth,21,0.8571428571428571,24,500,500,105.3080062866211,105.34845733642578,10884.3125,-0.0444399900734424,-0.0444821491837501,1.0009486750613137,0.1944063752889633,102.16032409667967
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,faith,love,faith and love,love and faith,16,0.5,24,500,500,124.47085571289062,122.68179321289062,15038.03125,-0.0620899423956871,-0.0603239350020885,0.9715572711866256,0.1762903779745102,707.138671875
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,mother,son,mother and son,son and mother,39,0.9743589743589745,24,500,500,65.42304992675781,66.4975357055664,4339.0859375,-0.0171545576304197,-0.0177231356501579,1.0331444291358438,0.0735575929284095,0.0
znhoughton/opt-babylm-350m-20eps-seed964,350m,step-48,48,39321600,cents,dollars,cents and dollars,dollars and cents,6,0.0,24,500,500,109.64537048339844,109.74520111083984,11838.5234375,-0.0481789484620094,-0.0482725799083709,1.0019434099196949,0.1797332763671875,1195.239501953125
